,Jahr,Wahlart,Wahlbezirk,Stadtteil zus.,Stadtraum,Stadtbezirk mit zugeordneten Ortschaften,Wahl-Form,Wahlberechtigte,Wahlberechtigte mit WS,W_hler,W_hler mit WS,Stimmen gôltig,Stimmen CDU,Stimmen SPD,Stimmen Die Linke,Stimmen Grône,Stimmen FDP,Stimmen Rechte Parteien,Stimmen AfD,Stimmen Piraten,Stimmen sonstiger Parteien,Stimmen ungôltig
11,2005,Bundestagswahl,3300,03 Seevorstadt-Ost,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1234,344,556,18,542,139,168,97,29,91,13,0,0,5,14
12,2005,Bundestagswahl,3401,03 Seevorstadt-Ost,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,642,206,304,13,302,71,74,53,21,75,7,0,0,1,2
13,2005,Bundestagswahl,3402,03 Seevorstadt-Ost,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,931,253,459,10,454,90,134,99,37,79,10,0,0,5,5
14,2005,Bundestagswahl,4001,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,749,749,746,230,228,185,45,40,8,0,0,10,3
15,2005,Bundestagswahl,4002,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,728,728,726,183,233,186,29,68,15,0,0,12,2
16,2005,Bundestagswahl,4100,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,651,207,325,10,319,73,98,49,32,56,8,0,0,3,6
17,2005,Bundestagswahl,4200,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1060,318,419,12,414,94,137,95,21,54,9,0,0,4,5
18,2005,Bundestagswahl,4300,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1360,301,721,12,704,159,180,203,27,91,33,0,0,11,17
19,2005,Bundestagswahl,4400,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1190,336,484,0,476,106,144,127,35,43,14,0,0,7,8
20,2005,Bundestagswahl,4500,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1090,229,617,11,603,130,185,166,19,75,20,0,0,8,14
21,2005,Bundestagswahl,4600,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1035,240,574,8,562,116,173,153,31,74,6,0,0,9,12
22,2005,Bundestagswahl,5000,05 Friedrichstadt,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,563,563,559,138,185,113,66,43,9,0,0,5,4
23,2005,Bundestagswahl,5100,05 Friedrichstadt,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1288,216,510,0,499,127,148,101,34,62,26,0,0,1,11
24,2005,Bundestagswahl,5200,05 Friedrichstadt,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1545,223,640,5,637,122,162,152,61,84,34,0,0,22,3
25,2005,Bundestagswahl,5300,05 Friedrichstadt,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1157,204,433,8,424,98,117,89,21,71,19,0,0,9,9
26,2005,Bundestagswahl,6001,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,760,760,757,185,248,172,61,60,25,0,0,6,3
27,2005,Bundestagswahl,6002,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,909,909,905,228,301,138,135,87,11,0,0,5,4
28,2005,Bundestagswahl,6100,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1218,259,667,17,657,137,222,153,23,90,20,0,0,12,10
29,2005,Bundestagswahl,6200,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1082,217,607,11,603,110,193,157,39,73,23,0,0,8,4
30,2005,Bundestagswahl,6300,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1050,167,554,10,541,111,143,161,15,78,26,0,0,7,13
31,2005,Bundestagswahl,6400,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1069,211,594,14,584,111,212,120,24,89,16,0,0,12,10
32,2005,Bundestagswahl,6500,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1447,393,759,22,743,123,249,118,101,128,16,0,0,8,16
33,2005,Bundestagswahl,6600,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1268,282,631,9,621,116,204,129,41,100,16,0,0,15,10
34,2005,Bundestagswahl,6700,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1349,364,448,16,445,81,147,69,37,92,11,0,0,8,3
35,2005,Bundestagswahl,7001,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,772,772,770,284,228,151,32,55,9,0,0,11,2
36,2005,Bundestagswahl,7002,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,780,780,777,209,233,208,34,65,14,0,0,14,3
37,2005,Bundestagswahl,7003,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,722,722,719,205,229,174,36,58,11,0,0,6,3
38,2005,Bundestagswahl,7100,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1138,298,605,16,593,150,160,141,26,97,12,0,0,7,12
39,2005,Bundestagswahl,7200,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1013,255,544,5,541,137,159,111,19,97,13,0,0,5,3
40,2005,Bundestagswahl,7300,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1321,289,676,12,660,162,199,139,22,119,11,0,0,8,16
41,2005,Bundestagswahl,7401,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,919,237,457,6,446,102,104,102,14,112,9,0,0,3,11
42,2005,Bundestagswahl,7402,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,810,180,474,7,468,120,131,96,14,85,14,0,0,8,6
43,2005,Bundestagswahl,7500,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1237,319,637,7,623,132,188,162,28,96,11,0,0,6,14
44,2005,Bundestagswahl,7600,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1048,276,514,4,502,81,183,144,15,62,10,0,0,7,12
45,2005,Bundestagswahl,7700,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1008,220,533,18,528,87,150,183,18,65,12,0,0,13,5
46,2005,Bundestagswahl,7800,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1046,218,531,4,523,117,196,107,17,71,6,0,0,9,8
47,2005,Bundestagswahl,7900,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1039,247,540,16,525,129,134,123,19,92,15,0,0,13,15
48,2005,Bundestagswahl,11001,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,1084,1084,1077,210,320,161,256,95,12,0,0,23,7
49,2005,Bundestagswahl,11002,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,1064,1064,1056,131,323,114,397,74,5,0,0,12,8
50,2005,Bundestagswahl,11100,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1285,232,716,0,701,121,198,108,191,53,19,0,0,11,15
51,2005,Bundestagswahl,11200,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1447,293,869,3,859,126,262,145,237,63,13,0,0,13,10
52,2005,Bundestagswahl,11300,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1440,273,812,0,803,129,243,145,165,77,24,0,0,20,9
53,2005,Bundestagswahl,11400,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1529,283,824,0,813,116,253,125,234,54,22,0,0,9,11
54,2005,Bundestagswahl,11500,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1351,256,828,4,810,111,243,99,283,58,7,0,0,9,18
55,2005,Bundestagswahl,11600,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1193,246,707,6,697,95,204,113,203,60,12,0,0,10,10
56,2005,Bundestagswahl,11700,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1561,338,923,1,905,127,249,144,289,55,11,0,0,30,18
57,2005,Bundestagswahl,11800,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1202,197,643,0,637,132,152,128,116,70,20,0,0,19,6
58,2005,Bundestagswahl,12000,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,1003,1003,987,220,248,199,185,108,11,0,0,16,16
59,2005,Bundestagswahl,12100,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,926,188,594,0,587,122,146,74,179,48,3,0,0,15,7
60,2005,Bundestagswahl,12201,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1254,267,800,1,791,219,180,130,153,82,17,0,0,10,9
61,2005,Bundestagswahl,12202,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1086,200,678,0,664,165,178,123,90,85,11,0,0,12,14
62,2005,Bundestagswahl,12300,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1139,232,699,1,684,169,156,174,74,90,13,0,0,8,15
63,2005,Bundestagswahl,12400,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1282,148,817,1,805,123,192,300,46,73,54,0,0,17,12
64,2005,Bundestagswahl,13000,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,976,976,971,262,220,238,142,80,13,0,0,16,5
65,2005,Bundestagswahl,13100,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,978,243,521,1,516,111,173,94,63,60,8,0,0,7,5
66,2005,Bundestagswahl,13200,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1190,275,658,0,655,149,197,196,41,47,15,0,0,10,3
67,2005,Bundestagswahl,13300,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1021,179,612,0,603,114,174,92,134,62,17,0,0,10,9
68,2005,Bundestagswahl,13400,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1282,305,765,3,759,168,198,196,110,51,13,0,0,23,6
69,2005,Bundestagswahl,14000,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Brief,0,0,1065,1065,1053,197,302,184,247,91,15,0,0,17,12
70,2005,Bundestagswahl,14100,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,691,103,387,0,379,92,99,73,47,42,19,0,0,7,8
71,2005,Bundestagswahl,14200,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1028,139,523,0,518,71,136,128,102,50,21,0,0,10,5
72,2005,Bundestagswahl,14300,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1270,216,739,3,723,93,227,140,159,59,23,0,0,22,16
73,2005,Bundestagswahl,14400,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1488,223,944,9,923,107,318,151,233,71,25,0,0,18,21
74,2005,Bundestagswahl,14500,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1383,191,842,1,828,156,225,177,141,73,38,0,0,18,14
75,2005,Bundestagswahl,14600,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1401,246,890,2,878,242,216,202,83,73,26,0,0,36,12
76,2005,Bundestagswahl,15300,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,829,139,512,1,504,120,143,117,38,58,21,0,0,7,8
77,2005,Bundestagswahl,21000,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Brief,0,0,810,810,800,182,213,154,138,72,22,0,0,19,10
78,2005,Bundestagswahl,21100,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1592,234,915,0,898,189,242,179,114,118,27,0,0,29,17
79,2005,Bundestagswahl,21200,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1395,169,797,5,790,202,153,163,100,91,54,0,0,27,7
80,2005,Bundestagswahl,21300,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1462,177,824,0,809,204,185,153,98,99,39,0,0,31,15
81,2005,Bundestagswahl,21400,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1228,147,717,2,705,165,181,130,99,71,31,0,0,28,12
82,2005,Bundestagswahl,21500,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1200,124,673,0,665,139,181,130,73,85,37,0,0,20,8
83,2005,Bundestagswahl,22000,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,1106,1106,1085,311,259,282,68,106,30,0,0,29,21
84,2005,Bundestagswahl,22100,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1481,200,883,2,872,220,209,198,85,93,46,0,0,21,11
85,2005,Bundestagswahl,22200,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,857,97,491,0,485,150,118,89,22,63,28,0,0,15,6
86,2005,Bundestagswahl,22300,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1084,111,626,0,601,144,161,147,33,59,41,0,0,16,25
87,2005,Bundestagswahl,22400,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,990,121,649,0,637,174,163,149,23,58,44,0,0,26,12
88,2005,Bundestagswahl,22501,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1285,158,827,0,811,242,206,172,49,82,39,0,0,21,16
89,2005,Bundestagswahl,22502,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1311,198,750,2,741,177,180,168,74,87,31,0,0,24,9
90,2005,Bundestagswahl,22600,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1072,152,688,1,680,201,187,138,56,61,26,0,0,11,8
91,2005,Bundestagswahl,22700,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,905,116,601,0,599,172,159,117,33,60,38,0,0,20,2
92,2005,Bundestagswahl,23000,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,485,485,480,166,124,92,26,48,13,0,0,11,5
93,2005,Bundestagswahl,23100,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,985,93,634,0,621,179,148,141,38,71,32,0,0,12,13
94,2005,Bundestagswahl,23200,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1095,153,609,0,595,156,137,135,38,60,54,0,0,15,14
95,2005,Bundestagswahl,23300,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1092,148,737,0,725,255,156,129,35,107,25,0,0,18,12
96,2005,Bundestagswahl,23400,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1067,108,697,0,687,216,177,131,34,69,41,0,0,19,10
97,2005,Bundestagswahl,24000,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,1296,1296,1285,374,353,264,133,91,31,0,0,39,11
98,2005,Bundestagswahl,24100,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,882,109,572,0,562,178,149,102,36,48,33,0,0,16,10
99,2005,Bundestagswahl,24200,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1079,219,694,1,676,185,184,96,102,89,14,0,0,6,18
100,2005,Bundestagswahl,24300,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1102,222,748,1,732,193,223,135,84,68,12,0,0,17,16
101,2005,Bundestagswahl,24400,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1288,191,884,1,874,231,200,179,108,105,34,0,0,17,10
102,2005,Bundestagswahl,24500,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,797,115,534,0,521,125,138,133,36,61,16,0,0,12,13
103,2005,Bundestagswahl,24600,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,740,124,439,0,434,116,125,105,23,32,21,0,0,12,5
104,2005,Bundestagswahl,24700,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1092,152,679,0,663,204,150,168,46,52,25,0,0,18,16
105,2005,Bundestagswahl,24800,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1064,206,667,1,662,217,150,129,60,80,14,0,0,12,5
106,2005,Bundestagswahl,25000,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Brief,0,0,1180,1180,1162,278,334,254,118,121,24,0,0,33,18
107,2005,Bundestagswahl,25100,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1412,169,869,0,854,201,213,200,71,101,43,0,0,25,15
108,2005,Bundestagswahl,25200,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1414,173,857,0,843,251,198,166,61,88,46,0,0,33,14
109,2005,Bundestagswahl,25300,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1496,202,979,2,962,239,250,227,77,94,47,0,0,28,17
110,2005,Bundestagswahl,25400,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1403,172,791,1,774,214,186,174,76,73,39,0,0,12,17
111,2005,Bundestagswahl,25500,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1443,213,771,6,761,205,192,154,70,102,17,0,0,21,10
112,2005,Bundestagswahl,25700,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1539,303,922,1,913,257,214,215,71,105,31,0,0,20,9
113,2005,Bundestagswahl,31001,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Brief,0,0,756,756,747,225,198,170,60,55,16,0,0,23,9
114,2005,Bundestagswahl,31002,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Brief,0,0,801,801,797,238,208,170,64,76,23,0,0,18,4
115,2005,Bundestagswahl,31100,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1568,233,1020,1,1006,314,269,176,89,95,33,0,0,30,14
116,2005,Bundestagswahl,31200,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1434,215,908,0,890,224,264,232,40,79,28,0,0,23,18
117,2005,Bundestagswahl,31300,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1151,152,779,0,763,227,204,186,31,64,34,0,0,17,16
118,2005,Bundestagswahl,31400,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1351,184,933,1,925,296,217,161,68,135,30,0,0,18,8
119,2005,Bundestagswahl,31500,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,987,141,677,1,673,205,177,113,69,82,13,0,0,14,4
120,2005,Bundestagswahl,31601,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1070,164,751,3,745,248,200,93,70,93,21,0,0,20,6
121,2005,Bundestagswahl,31602,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,930,167,646,0,642,269,152,59,70,75,8,0,0,9,4
122,2005,Bundestagswahl,31700,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1363,220,857,0,854,191,253,238,36,77,32,0,0,27,3
123,2005,Bundestagswahl,31800,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1243,148,822,0,811,170,238,208,50,73,46,0,0,26,11
124,2005,Bundestagswahl,32000,32 Hellerau/Wilschdorf,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Brief,0,0,789,789,786,266,196,161,62,64,21,0,0,16,3
125,2005,Bundestagswahl,32100,32 Hellerau/Wilschdorf,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1412,211,956,2,943,360,195,154,40,110,58,0,0,26,13
126,2005,Bundestagswahl,32201,32 Hellerau/Wilschdorf,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,913,114,630,0,619,227,128,82,28,104,37,0,0,13,11
127,2005,Bundestagswahl,32202,32 Hellerau/Wilschdorf,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,841,157,537,0,528,203,114,111,31,49,12,0,0,8,9
