Stadt,Jahr,Wahlart,Kolumna1,Stadtteil zus.,Wahlberechtigte,Wahlberechtigte mit WS,Wähler,Wähler mit WS,Stimmen gültig,Stimmen CDU,Stimmen SPD,Stimmen Die Linke,Stimmen Grüne,Stimmen FDP,Stimmen AfD,Stimmen Piraten,Stimmen ungültig
Dresden,2017,Bundestagswahl,,54 Striesen-West,1286,327,756,3,747,152,79,131,102,92,121,11,9
Dresden,2017,Bundestagswahl,,54 Striesen-West,1341,361,729,0,712,171,104,121,35,75,161,5,17
Dresden,2017,Bundestagswahl,,54 Striesen-West,1502,419,853,2,843,228,86,127,47,93,205,2,10
Dresden,2017,Bundestagswahl,,54 Striesen-West,1497,404,884,4,878,253,98,122,67,97,186,5,6
Dresden,2017,Bundestagswahl,,54 Striesen-West,1573,389,963,0,956,258,110,135,73,126,190,6,7
Dresden,2017,Bundestagswahl,,54 Striesen-West,1640,422,906,0,884,206,107,161,72,76,206,4,22
Dresden,2017,Bundestagswahl,,55 Tolkewitz/Seidnitz-Nord,0,0,935,935,931,271,97,168,64,75,189,5,4
Dresden,2017,Bundestagswahl,,55 Tolkewitz/Seidnitz-Nord,0,0,978,978,974,241,135,166,60,101,203,6,4
Dresden,2017,Bundestagswahl,,55 Tolkewitz/Seidnitz-Nord,1128,275,650,6,648,147,53,97,52,62,182,4,2
Dresden,2017,Bundestagswahl,,55 Tolkewitz/Seidnitz-Nord,1117,262,698,1,693,134,62,126,78,65,183,4,5
Dresden,2017,Bundestagswahl,,55 Tolkewitz/Seidnitz-Nord,1053,278,593,3,587,131,64,97,33,51,166,3,6
Dresden,2017,Bundestagswahl,,55 Tolkewitz/Seidnitz-Nord,1581,383,867,3,855,219,90,129,30,81,252,0,12
Dresden,2017,Bundestagswahl,,55 Tolkewitz/Seidnitz-Nord,1065,173,577,0,566,112,61,104,6,34,209,6,11
Dresden,2017,Bundestagswahl,,55 Tolkewitz/Seidnitz-Nord,1671,341,888,1,877,187,91,145,42,108,236,13,11
Dresden,2017,Bundestagswahl,,55 Tolkewitz/Seidnitz-Nord,1455,301,806,3,795,184,82,119,40,90,221,6,11
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,0,0,1166,1166,1158,336,114,196,49,121,260,8,8
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,0,0,989,989,984,265,96,183,58,95,213,8,5
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,1548,387,800,3,791,148,86,121,30,90,254,5,9
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,858,118,466,0,454,76,52,74,11,42,157,5,12
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,1334,242,797,1,787,182,80,137,37,70,226,1,10
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,738,170,430,2,425,80,33,58,28,53,144,4,5
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,1525,297,940,0,931,212,87,149,42,90,297,5,9
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,876,156,502,0,493,112,32,91,24,38,164,3,9
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,1427,271,866,2,847,197,85,125,33,87,264,3,19
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,989,225,496,0,489,115,41,62,21,50,162,2,7
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,853,171,494,2,490,118,57,95,19,28,142,3,4
Dresden,2017,Bundestagswahl,,56 Seidnitz/Dobritz,995,201,564,0,560,123,58,128,14,40,152,5,4
Dresden,2017,Bundestagswahl,,57 Gruna,0,0,973,973,972,269,107,195,89,80,155,8,1
Dresden,2017,Bundestagswahl,,57 Gruna,0,0,832,832,827,271,103,140,59,83,132,2,5
Dresden,2017,Bundestagswahl,,57 Gruna,0,0,927,927,923,273,76,155,84,109,157,5,4
Dresden,2017,Bundestagswahl,,57 Gruna,1340,357,636,0,622,159,31,123,46,58,161,9,14
Dresden,2017,Bundestagswahl,,57 Gruna,1539,393,852,5,847,165,95,173,72,75,202,2,5
Dresden,2017,Bundestagswahl,,57 Gruna,909,182,563,1,560,130,62,91,34,60,149,9,3
Dresden,2017,Bundestagswahl,,57 Gruna,767,197,485,2,478,91,54,96,27,63,125,0,7
Dresden,2017,Bundestagswahl,,57 Gruna,1234,260,754,0,745,162,77,135,60,55,208,8,9
Dresden,2017,Bundestagswahl,,57 Gruna,1287,351,686,0,678,127,60,164,41,56,182,4,8
Dresden,2017,Bundestagswahl,,57 Gruna,1289,288,720,3,714,153,81,135,35,78,184,3,6
Dresden,2017,Bundestagswahl,,57 Gruna,927,321,466,3,464,101,43,76,51,38,122,2,2
Dresden,2017,Bundestagswahl,,57 Gruna,1397,476,703,0,698,188,65,104,49,94,167,3,5
Dresden,2017,Bundestagswahl,,61 Leuben,0,0,911,911,896,255,86,147,34,87,224,5,15
Dresden,2017,Bundestagswahl,,61 Leuben,0,0,665,665,661,192,58,129,22,41,156,5,4
Dresden,2017,Bundestagswahl,,61 Leuben,926,146,546,0,536,150,66,101,16,47,128,2,10
Dresden,2017,Bundestagswahl,,61 Leuben,1043,198,621,2,617,166,39,69,38,59,195,6,4
Dresden,2017,Bundestagswahl,,61 Leuben,1628,249,920,2,904,237,75,171,35,82,254,8,16
Dresden,2017,Bundestagswahl,,61 Leuben,997,125,592,2,589,123,58,68,31,46,211,3,3
Dresden,2017,Bundestagswahl,,61 Leuben,1276,217,719,0,710,169,76,128,27,59,210,4,9
Dresden,2017,Bundestagswahl,,61 Leuben,1058,189,594,4,577,126,55,119,25,52,163,3,17
Dresden,2017,Bundestagswahl,,61 Leuben,1056,175,524,1,517,88,64,97,15,35,181,1,7
Dresden,2017,Bundestagswahl,,61 Leuben,1819,325,872,1,856,137,93,164,25,54,296,10,16
Dresden,2017,Bundestagswahl,,62 Laubegast,0,0,542,542,537,159,50,106,31,54,98,1,5
Dresden,2017,Bundestagswahl,,62 Laubegast,0,0,697,697,691,200,76,109,71,81,113,4,6
Dresden,2017,Bundestagswahl,,62 Laubegast,0,0,898,898,895,245,93,130,59,105,206,3,3
Dresden,2017,Bundestagswahl,,62 Laubegast,705,134,435,0,431,81,43,75,26,52,123,2,4
Dresden,2017,Bundestagswahl,,62 Laubegast,966,215,596,2,594,141,51,76,37,91,158,6,2
Dresden,2017,Bundestagswahl,,62 Laubegast,1178,214,753,2,740,166,66,123,35,67,246,4,13
Dresden,2017,Bundestagswahl,,62 Laubegast,947,167,579,2,575,127,53,88,24,63,187,1,4
Dresden,2017,Bundestagswahl,,62 Laubegast,1041,234,634,0,626,188,56,84,23,73,180,1,8
Dresden,2017,Bundestagswahl,,62 Laubegast,1351,319,812,3,804,168,73,122,82,81,229,5,8
Dresden,2017,Bundestagswahl,,62 Laubegast,1264,292,780,3,774,192,66,103,35,99,247,2,6
Dresden,2017,Bundestagswahl,,62 Laubegast,1160,294,669,3,662,130,56,112,25,69,230,0,7
Dresden,2017,Bundestagswahl,,62 Laubegast,1528,341,956,3,950,189,93,155,69,58,345,7,6
Dresden,2017,Bundestagswahl,,63 Kleinzschachwitz,0,0,962,962,954,321,82,102,100,142,175,1,8
Dresden,2017,Bundestagswahl,,63 Kleinzschachwitz,0,0,631,631,629,196,55,99,36,58,144,3,2
Dresden,2017,Bundestagswahl,,63 Kleinzschachwitz,951,233,558,1,549,143,41,76,36,82,146,2,9
Dresden,2017,Bundestagswahl,,63 Kleinzschachwitz,952,268,564,1,562,139,42,69,40,52,188,1,2
Dresden,2017,Bundestagswahl,,63 Kleinzschachwitz,987,227,639,3,633,174,46,70,65,75,176,3,6
Dresden,2017,Bundestagswahl,,63 Kleinzschachwitz,1214,265,784,0,779,202,61,91,56,85,246,3,5
Dresden,2017,Bundestagswahl,,63 Kleinzschachwitz,891,161,627,0,622,150,46,66,37,71,210,3,5
Dresden,2017,Bundestagswahl,,63 Kleinzschachwitz,952,274,575,2,572,175,45,59,31,74,173,1,3
Dresden,2017,Bundestagswahl,,63 Kleinzschachwitz,1064,222,710,1,706,168,60,78,25,95,246,1,4
Dresden,2017,Bundestagswahl,,64 Großzschachwitz,0,0,804,804,796,196,77,136,39,93,189,7,8
Dresden,2017,Bundestagswahl,,64 Großzschachwitz,1147,164,705,0,693,161,40,82,33,85,240,3,12
Dresden,2017,Bundestagswahl,,64 Großzschachwitz,901,161,519,0,511,88,61,81,11,37,196,8,8
Dresden,2017,Bundestagswahl,,64 Großzschachwitz,862,126,523,2,516,100,56,86,19,42,182,4,7
Dresden,2017,Bundestagswahl,,64 Großzschachwitz,934,154,568,0,562,120,56,113,30,33,172,7,6
Dresden,2017,Bundestagswahl,,64 Großzschachwitz,1337,238,763,1,749,211,67,101,42,54,227,8,14
Dresden,2017,Bundestagswahl,,71 Prohlis-Nord,0,0,685,685,677,171,69,123,29,58,164,5,8
Dresden,2017,Bundestagswahl,,71 Prohlis-Nord,934,162,591,0,585,151,50,96,19,50,176,4,6
Dresden,2017,Bundestagswahl,,71 Prohlis-Nord,1616,234,814,1,788,153,78,142,18,42,293,6,26
Dresden,2017,Bundestagswahl,,71 Prohlis-Nord,970,135,536,0,531,104,57,112,8,23,190,0,5
Dresden,2017,Bundestagswahl,,71 Prohlis-Nord,1141,188,542,0,530,123,53,90,6,26,186,4,12
Dresden,2017,Bundestagswahl,,72 Prohlis-Süd,0,0,810,810,802,202,87,179,25,59,191,4,8
Dresden,2017,Bundestagswahl,,72 Prohlis-Süd,1082,99,531,0,521,110,58,105,10,21,183,6,10
Dresden,2017,Bundestagswahl,,72 Prohlis-Süd,954,102,407,0,400,56,48,87,10,21,149,0,7
Dresden,2017,Bundestagswahl,,72 Prohlis-Süd,1385,166,661,0,640,106,68,116,17,35,246,8,21
Dresden,2017,Bundestagswahl,,72 Prohlis-Süd,1378,193,688,1,675,149,67,96,10,47,259,3,13
Dresden,2017,Bundestagswahl,,72 Prohlis-Süd,1804,283,824,1,808,150,69,197,27,50,252,5,16
Dresden,2017,Bundestagswahl,,73 Niedersedlitz,0,0,996,996,995,292,96,147,53,125,226,9,1
Dresden,2017,Bundestagswahl,,73 Niedersedlitz,1219,243,812,1,805,176,61,105,32,121,256,1,7
Dresden,2017,Bundestagswahl,,73 Niedersedlitz,1481,327,943,3,932,196,77,152,33,104,299,8,11
Dresden,2017,Bundestagswahl,,73 Niedersedlitz,1104,242,696,4,689,159,65,73,36,90,228,3,7
Dresden,2017,Bundestagswahl,,73 Niedersedlitz,892,221,542,1,540,122,44,76,17,53,211,1,2
Dresden,2017,Bundestagswahl,,74 Lockwitz,0,0,1069,1069,1058,347,104,160,64,127,208,5,11
Dresden,2017,Bundestagswahl,,74 Lockwitz,715,121,441,0,434,97,30,41,15,58,173,4,7
Dresden,2017,Bundestagswahl,,74 Lockwitz,1196,274,791,4,782,199,63,94,34,92,266,4,9
Dresden,2017,Bundestagswahl,,74 Lockwitz,832,149,566,0,559,151,50,55,32,65,177,1,7
Dresden,2017,Bundestagswahl,,74 Lockwitz,1378,290,884,0,870,220,71,102,46,100,276,2,14
Dresden,2017,Bundestagswahl,,74 Lockwitz,1220,265,783,1,775,188,52,109,33,96,249,3,8
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,0,0,856,856,853,269,74,123,59,94,174,2,3
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,0,0,873,873,865,241,114,142,81,80,155,2,8
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,0,0,1076,1076,1074,289,114,183,75,130,209,5,2
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,1051,262,654,2,654,150,63,122,23,84,186,3,0
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,1025,297,629,2,618,180,61,88,47,76,146,0,11
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,1252,317,707,0,695,197,70,95,33,76,200,3,12
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,834,100,323,1,319,45,38,76,11,9,121,1,4
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,1032,259,647,1,644,161,53,78,57,70,171,0,3
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,1110,288,638,2,634,124,70,97,32,78,196,0,4
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,1224,258,712,0,702,158,71,119,36,45,218,4,10
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,1348,299,775,4,762,187,76,147,27,67,206,7,13
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,753,234,422,3,416,106,44,64,22,58,99,3,6
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,985,310,550,1,545,136,53,75,49,72,125,5,5
Dresden,2017,Bundestagswahl,,75 Leubnitz-Neuostra,924,277,515,2,509,108,49,63,32,80,148,1,6
Dresden,2017,Bundestagswahl,,76 Strehlen,0,0,1022,1022,1018,224,118,139,189,124,129,9,4
Dresden,2017,Bundestagswahl,,76 Strehlen,0,0,233,233,231,63,29,38,19,24,43,2,2
Dresden,2017,Bundestagswahl,,76 Strehlen,0,0,618,618,613,167,76,100,51,62,115,4,5
Dresden,2017,Bundestagswahl,,76 Strehlen,1350,443,693,2,690,165,86,130,82,88,88,2,3
Dresden,2017,Bundestagswahl,,76 Strehlen,1308,333,765,4,761,196,52,144,90,83,139,7,4
Dresden,2017,Bundestagswahl,,76 Strehlen,1153,305,670,3,668,116,86,144,107,44,114,7,2
Dresden,2017,Bundestagswahl,,76 Strehlen,542,153,291,2,288,69,44,60,12,31,62,2,3
Dresden,2017,Bundestagswahl,,76 Strehlen,1507,443,790,2,785,194,69,144,58,83,178,11,5
Dresden,2017,Bundestagswahl,,76 Strehlen,1172,209,562,1,554,97,37,133,24,45,179,3,8
Dresden,2017,Bundestagswahl,,76 Strehlen,1019,82,397,5,390,41,41,82,18,14,144,5,7
Dresden,2017,Bundestagswahl,,77 Reick,0,0,836,836,826,229,86,160,23,84,181,3,10
Dresden,2017,Bundestagswahl,,77 Reick,1357,307,723,0,715,129,75,109,21,73,253,3,8
Dresden,2017,Bundestagswahl,,77 Reick,1670,412,868,0,860,209,97,129,33,94,249,6,8
Dresden,2017,Bundestagswahl,,77 Reick,1121,148,536,0,528,89,65,77,25,30,192,2,8
Dresden,2017,Bundestagswahl,,81 Südvorstadt-West,0,0,920,920,916,214,104,198,113,84,120,9,4
Dresden,2017,Bundestagswahl,,81 Südvorstadt-West,0,0,734,734,732,172,69,146,93,103,72,7,2
Dresden,2017,Bundestagswahl,,81 Südvorstadt-West,0,0,993,993,990,236,129,168,127,117,122,9,3
Dresden,2017,Bundestagswahl,,81 Südvorstadt-West,897,186,461,5,456,75,51,86,32,36,142,2,5
Dresden,2017,Bundestagswahl,,81 Südvorstadt-West,1708,442,915,2,894,225,108,201,60,81,173,7,21
Dresden,2017,Bundestagswahl,,81 Südvorstadt-West,1577,486,764,1,759,152,91,142,66,81,165,1,5
Dresden,2017,Bundestagswahl,,81 Südvorstadt-West,1162,329,620,2,613,112,59,136,61,60,136,6,7
Dresden,2017,Bundestagswahl,,81 Südvorstadt-West,1768,641,854,11,848,162,86,156,107,109,165,15,6
Dresden,2017,Bundestagswahl,,81 Südvorstadt-West,1024,289,560,1,553,127,70,89,67,60,100,6,7
Dresden,2017,Bundestagswahl,,81 Südvorstadt-West,1097,396,516,3,511,120,64,109,67,33,92,4,5
Dresden,2017,Bundestagswahl,,82 Südvorstadt-Ost,0,0,917,917,916,201,123,166,110,117,113,9,1
Dresden,2017,Bundestagswahl,,82 Südvorstadt-Ost,0,0,790,790,789,193,98,126,120,116,61,11,1
Dresden,2017,Bundestagswahl,,82 Südvorstadt-Ost,830,218,404,1,402,66,46,106,31,40,61,8,2
Dresden,2017,Bundestagswahl,,82 Südvorstadt-Ost,1184,361,599,1,590,114,78,104,44,66,138,10,9
Dresden,2017,Bundestagswahl,,82 Südvorstadt-Ost,1169,376,572,0,570,128,66,103,62,78,101,4,2
Dresden,2017,Bundestagswahl,,82 Südvorstadt-Ost,1345,401,744,6,738,133,78,127,72,109,156,5,6
Dresden,2017,Bundestagswahl,,82 Südvorstadt-Ost,1021,462,388,7,388,52,53,87,51,71,22,7,0
Dresden,2017,Bundestagswahl,,83 Räcknitz/Zschertnitz,0,0,931,931,924,267,103,149,83,109,152,7,7
Dresden,2017,Bundestagswahl,,83 Räcknitz/Zschertnitz,0,0,1118,1118,1109,324,132,201,62,107,202,6,9
Dresden,2017,Bundestagswahl,,83 Räcknitz/Zschertnitz,1049,327,581,1,577,127,63,87,62,73,120,9,4
Dresden,2017,Bundestagswahl,,83 Räcknitz/Zschertnitz,822,189,461,0,453,90,51,83,20,43,139,5,8
Dresden,2017,Bundestagswahl,,83 Räcknitz/Zschertnitz,1199,350,645,0,642,141,55,133,21,53,188,6,3
Dresden,2017,Bundestagswahl,,83 Räcknitz/Zschertnitz,1466,412,839,0,831,186,96,151,33,76,248,2,8
Dresden,2017,Bundestagswahl,,83 Räcknitz/Zschertnitz,1087,225,571,1,564,100,61,124,41,50,143,5,7
Dresden,2017,Bundestagswahl,,83 Räcknitz/Zschertnitz,972,253,559,0,552,143,70,103,28,34,151,4,7
Dresden,2017,Bundestagswahl,,83 Räcknitz/Zschertnitz,1122,350,596,0,585,141,56,117,46,47,145,2,11
Dresden,2017,Bundestagswahl,,84 Kleinpestitz/Mockritz,0,0,690,690,689,163,75,136,25,65,171,2,1
Dresden,2017,Bundestagswahl,,84 Kleinpestitz/Mockritz,0,0,762,762,760,249,68,113,66,74,142,1,2
Dresden,2017,Bundestagswahl,,84 Kleinpestitz/Mockritz,1251,264,741,0,728,178,73,120,24,63,238,2,13
Dresden,2017,Bundestagswahl,,84 Kleinpestitz/Mockritz,891,191,514,1,505,94,61,102,22,35,156,6,9
Dresden,2017,Bundestagswahl,,84 Kleinpestitz/Mockritz,1150,261,670,2,664,146,80,117,25,53,208,4,6
Dresden,2017,Bundestagswahl,,84 Kleinpestitz/Mockritz,562,128,341,0,340,93,17,37,25,50,99,1,1
Dresden,2017,Bundestagswahl,,84 Kleinpestitz/Mockritz,1281,317,834,1,829,227,90,110,62,82,220,2,5
Dresden,2017,Bundestagswahl,,84 Kleinpestitz/Mockritz,1052,341,553,0,543,143,50,56,35,59,170,4,10
Dresden,2017,Bundestagswahl,,85 Coschütz/Gittersee,0,0,1157,1157,1151,339,139,155,98,117,218,5,6
Dresden,2017,Bundestagswahl,,85 Coschütz/Gittersee,1405,427,704,2,701,151,70,125,36,81,193,3,3
Dresden,2017,Bundestagswahl,,85 Coschütz/Gittersee,1429,445,771,0,762,220,65,81,63,101,185,6,9
Dresden,2017,Bundestagswahl,,85 Coschütz/Gittersee,880,174,559,0,557,124,45,75,37,51,184,2,2
Dresden,2017,Bundestagswahl,,85 Coschütz/Gittersee,908,155,567,0,559,124,39,74,27,68,199,4,8
Dresden,2017,Bundestagswahl,,86 Plauen,0,0,792,792,787,200,106,117,116,89,94,8,5
Dresden,2017,Bundestagswahl,,86 Plauen,0,0,974,974,967,223,123,173,157,125,82,5,7
Dresden,2017,Bundestagswahl,,86 Plauen,0,0,842,842,839,228,104,122,127,100,112,1,3
Dresden,2017,Bundestagswahl,,86 Plauen,1442,428,815,1,810,170,109,128,84,101,146,4,5
Dresden,2017,Bundestagswahl,,86 Plauen,1155,388,638,1,632,166,64,105,82,68,110,3,6
Dresden,2017,Bundestagswahl,,86 Plauen,1258,374,690,3,685,122,70,141,70,79,143,2,5
Dresden,2017,Bundestagswahl,,86 Plauen,968,272,602,1,600,140,85,113,70,55,101,2,2
Dresden,2017,Bundestagswahl,,86 Plauen,1219,362,683,5,678,146,75,142,93,59,96,8,5
Dresden,2017,Bundestagswahl,,86 Plauen,1112,285,629,6,625,150,69,96,77,84,107,6,4
Dresden,2017,Bundestagswahl,,86 Plauen,700,229,424,0,421,113,50,68,58,38,72,0,3
Dresden,2017,Bundestagswahl,,86 Plauen,1132,364,600,0,596,157,97,81,67,60,112,0,4
Dresden,2017,Bundestagswahl,,90 Cossebaude/Mobschatz/Oberw.,0,0,1191,1191,1188,337,95,165,80,132,283,7,3
Dresden,2017,Bundestagswahl,,90 Cossebaude/Mobschatz/Oberw.,1547,256,928,0,918,219,84,124,33,79,309,5,10
Dresden,2017,Bundestagswahl,,90 Cossebaude/Mobschatz/Oberw.,1187,327,687,0,684,170,62,65,33,86,226,8,3
Dresden,2017,Bundestagswahl,,90 Cossebaude/Mobschatz/Oberw.,622,120,408,0,402,90,29,47,25,52,142,0,6
Dresden,2017,Bundestagswahl,,90 Cossebaude/Mobschatz/Oberw.,924,175,578,0,572,153,54,71,26,56,186,0,6
Dresden,2017,Bundestagswahl,,90 Cossebaude/Mobschatz/Oberw.,339,64,215,0,214,65,17,30,14,18,62,2,1
Dresden,2017,Bundestagswahl,,90 Cossebaude/Mobschatz/Oberw.,332,40,225,0,224,53,21,30,8,16,82,4,1
Dresden,2017,Bundestagswahl,,90 Cossebaude/Mobschatz/Oberw.,782,178,509,0,506,131,46,47,27,53,180,0,3
Dresden,2017,Bundestagswahl,,90 Cossebaude/Mobschatz/Oberw.,394,62,279,0,277,91,15,27,11,24,105,0,2
Dresden,2017,Bundestagswahl,,91 Cotta,0,0,1118,1118,1109,310,124,194,86,100,189,9,9
Dresden,2017,Bundestagswahl,,91 Cotta,0,0,799,799,795,226,87,129,61,75,132,14,4
Dresden,2017,Bundestagswahl,,91 Cotta,1006,182,623,0,620,108,65,86,51,57,192,3,3
Dresden,2017,Bundestagswahl,,91 Cotta,1066,256,597,1,595,120,60,88,38,62,171,1,2
Dresden,2017,Bundestagswahl,,91 Cotta,1656,355,921,0,908,193,85,143,58,86,262,8,13
Dresden,2017,Bundestagswahl,,91 Cotta,1553,376,847,2,842,159,90,149,63,77,215,10,5
Dresden,2017,Bundestagswahl,,91 Cotta,1003,199,548,3,543,105,66,97,18,48,170,4,5
Dresden,2017,Bundestagswahl,,91 Cotta,1366,299,745,1,739,131,82,128,46,76,214,10,6
Dresden,2017,Bundestagswahl,,91 Cotta,1345,339,685,4,681,128,77,126,36,76,174,7,4
Dresden,2017,Bundestagswahl,,92 Löbtau-Nord,0,0,956,956,955,211,128,174,134,104,96,11,1
Dresden,2017,Bundestagswahl,,92 Löbtau-Nord,0,0,901,901,891,204,89,177,114,100,110,15,10
Dresden,2017,Bundestagswahl,,92 Löbtau-Nord,1890,565,930,3,924,158,101,193,107,100,157,10,6
Dresden,2017,Bundestagswahl,,92 Löbtau-Nord,1654,435,821,1,814,152,102,136,73,85,178,16,7
Dresden,2017,Bundestagswahl,,92 Löbtau-Nord,1519,427,784,0,776,135,73,164,85,76,150,14,8
Dresden,2017,Bundestagswahl,,92 Löbtau-Nord,916,235,507,1,504,91,50,96,51,47,123,6,3
Dresden,2017,Bundestagswahl,,92 Löbtau-Nord,1303,271,751,3,742,141,88,170,79,68,130,5,9
Dresden,2017,Bundestagswahl,,93 Löbtau-Süd,0,0,606,606,603,135,77,92,105,65,52,5,3
Dresden,2017,Bundestagswahl,,93 Löbtau-Süd,0,0,923,923,921,209,97,177,165,81,96,11,2
Dresden,2017,Bundestagswahl,,93 Löbtau-Süd,0,0,763,763,762,181,104,125,109,75,79,11,1
Dresden,2017,Bundestagswahl,,93 Löbtau-Süd,1294,321,709,4,704,127,77,162,67,78,128,2,5
Dresden,2017,Bundestagswahl,,93 Löbtau-Süd,1160,315,611,3,610,105,77,117,63,62,130,6,1
Dresden,2017,Bundestagswahl,,93 Löbtau-Süd,1654,432,883,1,876,178,102,142,107,102,157,11,7
Dresden,2017,Bundestagswahl,,93 Löbtau-Süd,988,297,501,3,499,97,52,109,57,48,87,9,2
Dresden,2017,Bundestagswahl,,93 Löbtau-Süd,961,228,580,0,570,130,61,96,64,54,120,9,10
Dresden,2017,Bundestagswahl,,93 Löbtau-Süd,1394,364,754,7,747,130,86,140,76,73,157,10,7
Dresden,2017,Bundestagswahl,,93 Löbtau-Süd,1662,432,885,6,876,185,86,179,107,92,147,9,9
Dresden,2017,Bundestagswahl,,94 Naußlitz,0,0,974,974,974,267,96,175,84,94,181,3,0
Dresden,2017,Bundestagswahl,,94 Naußlitz,0,0,738,738,736,217,91,94,52,88,134,3,2
Dresden,2017,Bundestagswahl,,94 Naußlitz,955,189,515,1,510,103,58,95,28,36,146,6,5
Dresden,2017,Bundestagswahl,,94 Naußlitz,968,187,533,0,526,109,63,70,25,44,175,4,7
Dresden,2017,Bundestagswahl,,94 Naußlitz,1272,340,722,0,715,169,63,119,39,49,212,6,7
Dresden,2017,Bundestagswahl,,94 Naußlitz,1098,307,620,2,618,159,45,73,31,82,186,4,2
Dresden,2017,Bundestagswahl,,94 Naußlitz,1023,300,605,2,603,153,56,99,47,72,147,2,2
Dresden,2017,Bundestagswahl,,94 Naußlitz,858,159,593,3,591,165,64,82,43,70,136,6,2
Dresden,2017,Bundestagswahl,,94 Naußlitz,1479,311,895,0,887,180,80,120,60,89,300,5,8
Dresden,2017,Bundestagswahl,,95 Gorbitz-Süd,0,0,844,844,840,217,86,160,29,73,219,8,4
Dresden,2017,Bundestagswahl,,95 Gorbitz-Süd,1630,191,748,1,736,121,68,144,22,32,276,4,12
Dresden,2017,Bundestagswahl,,95 Gorbitz-Süd,1099,125,460,1,452,73,45,74,16,15,179,4,8
Dresden,2017,Bundestagswahl,,95 Gorbitz-Süd,877,113,462,0,452,124,62,90,9,16,126,0,10
Dresden,2017,Bundestagswahl,,95 Gorbitz-Süd,1394,283,743,3,735,123,62,99,21,66,292,10,8
Dresden,2017,Bundestagswahl,,95 Gorbitz-Süd,1157,176,572,3,563,88,50,88,16,22,247,4,9
Dresden,2017,Bundestagswahl,,96 Gorbitz-Ost,0,0,840,840,832,236,85,179,42,64,166,1,8
Dresden,2017,Bundestagswahl,,96 Gorbitz-Ost,1456,277,711,1,700,121,64,144,25,60,232,9,11
Dresden,2017,Bundestagswahl,,96 Gorbitz-Ost,1737,329,788,1,776,146,56,144,26,54,275,0,12
Dresden,2017,Bundestagswahl,,96 Gorbitz-Ost,1693,274,778,3,762,114,76,131,21,48,306,8,16
Dresden,2017,Bundestagswahl,,97 Gorbitz-Nord/Neu-Omsewitz,0,0,718,718,711,167,86,157,32,45,157,10,7
Dresden,2017,Bundestagswahl,,97 Gorbitz-Nord/Neu-Omsewitz,1547,270,840,0,823,141,90,141,33,49,304,7,17
Dresden,2017,Bundestagswahl,,97 Gorbitz-Nord/Neu-Omsewitz,1675,232,842,0,829,140,75,134,24,61,307,6,13
Dresden,2017,Bundestagswahl,,97 Gorbitz-Nord/Neu-Omsewitz,1241,250,594,1,592,110,61,116,15,27,222,6,2
Dresden,2017,Bundestagswahl,,98 Briesnitz,0,0,1122,1122,1117,332,98,151,66,106,281,4,5
Dresden,2017,Bundestagswahl,,98 Briesnitz,0,0,898,898,893,243,76,139,70,112,194,4,5
Dresden,2017,Bundestagswahl,,98 Briesnitz,1440,288,894,1,882,216,66,115,49,95,291,2,12
Dresden,2017,Bundestagswahl,,98 Briesnitz,1442,360,865,0,858,194,86,117,44,70,294,4,7
Dresden,2017,Bundestagswahl,,98 Briesnitz,1327,299,819,2,812,208,67,104,35,82,272,9,7
Dresden,2017,Bundestagswahl,,98 Briesnitz,1004,233,549,0,538,126,56,75,32,49,148,7,11
Dresden,2017,Bundestagswahl,,98 Briesnitz,974,207,530,0,523,90,41,84,27,56,180,6,7
Dresden,2017,Bundestagswahl,,98 Briesnitz,1460,414,850,1,841,209,76,132,62,71,245,3,9
Dresden,2017,Bundestagswahl,,98 Briesnitz,1253,308,734,2,726,179,61,92,56,70,221,5,8
Dresden,2017,Bundestagswahl,,99 Altfranken/Gompitz,0,0,771,771,768,252,57,95,25,82,205,4,3
