,Jahr,Wahlart,Wahlbezirk,Stadtteil zus.,Stadtraum,Stadtbezirk mit zugeordneten Ortschaften,Wahl-Form,Wahlberechtigte,Wahlberechtigte mit WS,W_hler,W_hler mit WS,Stimmen gôltig,Stimmen CDU,Stimmen SPD,Stimmen Die Linke,Stimmen Grône,Stimmen FDP,Stimmen Rechte Parteien,Stimmen AfD,Stimmen Piraten,Stimmen sonstiger Parteien,Stimmen ungôltig
10,2009,Bundestagswahl,3300,03 Seevorstadt-Ost,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1335,271,663,1,651,236,112,149,43,88,17,0,0,6,12
11,2009,Bundestagswahl,3400,03 Seevorstadt-Ost,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1667,328,893,2,883,330,138,195,71,108,26,0,0,15,10
12,2009,Bundestagswahl,4001,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,687,687,682,240,115,173,62,78,4,0,0,10,5
13,2009,Bundestagswahl,4002,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,578,578,574,189,101,175,48,46,8,0,0,7,4
14,2009,Bundestagswahl,4100,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,786,220,371,0,368,127,50,80,46,52,11,0,0,2,3
15,2009,Bundestagswahl,4200,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1063,247,417,0,411,122,95,120,23,30,15,0,0,6,6
16,2009,Bundestagswahl,4300,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1365,236,680,1,667,204,121,197,42,61,28,0,0,14,13
17,2009,Bundestagswahl,4400,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1153,226,474,0,463,155,88,137,28,41,10,0,0,4,11
18,2009,Bundestagswahl,4500,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1099,168,588,0,577,175,95,182,45,54,18,0,0,8,11
19,2009,Bundestagswahl,4600,04 Wilsdruffer Vs./Seevs.-West,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1021,194,535,0,522,173,82,159,39,44,16,0,0,9,13
20,2009,Bundestagswahl,5000,05 Friedrichstadt,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,668,668,663,188,91,117,145,97,18,0,0,7,5
21,2009,Bundestagswahl,5100,05 Friedrichstadt,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1500,193,611,1,596,162,76,153,74,102,23,0,0,6,15
22,2009,Bundestagswahl,5200,05 Friedrichstadt,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1828,250,701,0,688,148,114,154,127,95,38,0,0,12,13
23,2009,Bundestagswahl,5300,05 Friedrichstadt,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1657,252,650,1,641,167,84,152,105,95,26,0,0,12,9
24,2009,Bundestagswahl,6001,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,624,624,614,167,99,180,83,63,13,0,0,9,10
25,2009,Bundestagswahl,6002,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,790,790,782,214,146,125,166,116,10,0,0,5,8
26,2009,Bundestagswahl,6100,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1286,169,743,0,728,242,151,190,33,77,24,0,0,11,15
27,2009,Bundestagswahl,6200,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1166,185,560,0,552,159,95,131,88,59,14,0,0,6,8
28,2009,Bundestagswahl,6300,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,998,126,474,0,466,141,79,163,16,39,25,0,0,3,8
29,2009,Bundestagswahl,6400,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1044,160,540,0,533,167,111,130,56,53,10,0,0,6,7
30,2009,Bundestagswahl,6500,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1607,328,900,1,896,187,206,184,198,94,21,0,0,6,4
31,2009,Bundestagswahl,6600,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1387,223,674,0,661,201,108,148,80,97,18,0,0,9,13
32,2009,Bundestagswahl,6700,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1468,269,596,2,592,167,89,117,125,84,8,0,0,2,4
33,2009,Bundestagswahl,7001,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,909,909,906,371,114,225,73,96,16,0,0,11,3
34,2009,Bundestagswahl,7002,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,962,962,956,349,157,277,75,74,15,0,0,9,6
35,2009,Bundestagswahl,7100,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1243,218,688,1,679,254,123,162,38,70,25,0,0,7,9
36,2009,Bundestagswahl,7200,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,973,188,537,0,526,214,88,138,24,45,10,0,0,7,11
37,2009,Bundestagswahl,7300,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1260,222,655,0,649,239,107,165,40,81,10,0,0,7,6
38,2009,Bundestagswahl,7401,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,952,181,446,1,440,179,70,115,20,39,14,0,0,3,6
39,2009,Bundestagswahl,7402,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,772,123,434,0,427,139,78,107,26,61,14,0,0,2,7
40,2009,Bundestagswahl,7500,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1330,242,648,0,642,217,116,181,37,66,10,0,0,15,6
41,2009,Bundestagswahl,7600,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1035,207,497,0,493,148,116,167,17,27,15,0,0,3,4
42,2009,Bundestagswahl,7700,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1003,190,513,0,504,141,72,178,30,56,18,0,0,9,9
43,2009,Bundestagswahl,7800,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1070,155,523,0,516,168,66,172,31,54,16,0,0,9,7
44,2009,Bundestagswahl,7900,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1043,192,523,0,509,163,81,149,37,56,19,0,0,4,14
45,2009,Bundestagswahl,11001,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,851,851,845,177,141,123,321,74,3,0,0,6,6
46,2009,Bundestagswahl,11002,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,792,792,785,114,139,100,364,62,3,0,0,3,7
47,2009,Bundestagswahl,11003,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,738,738,728,128,122,100,313,56,4,0,0,5,10
48,2009,Bundestagswahl,11100,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1457,290,703,4,693,118,120,112,262,67,5,0,0,9,10
49,2009,Bundestagswahl,11200,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1304,274,678,2,674,109,139,105,246,63,3,0,0,9,4
50,2009,Bundestagswahl,11300,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1469,244,762,1,753,122,131,157,235,91,16,0,0,1,9
51,2009,Bundestagswahl,11400,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1427,264,712,3,699,140,118,111,251,66,6,0,0,7,13
52,2009,Bundestagswahl,11500,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1514,270,848,0,830,119,115,143,369,74,3,0,0,7,18
53,2009,Bundestagswahl,11601,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1182,263,665,2,658,93,117,109,275,46,10,0,0,8,7
54,2009,Bundestagswahl,11602,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1233,290,664,3,655,86,111,130,241,70,12,0,0,5,9
55,2009,Bundestagswahl,11700,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1498,323,805,5,791,114,114,157,319,71,5,0,0,11,14
56,2009,Bundestagswahl,11800,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1301,276,605,1,594,108,83,125,204,63,7,0,0,4,11
57,2009,Bundestagswahl,12000,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,576,576,572,179,64,120,136,66,3,0,0,4,4
58,2009,Bundestagswahl,12001,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,536,536,534,175,72,97,125,53,5,0,0,7,2
59,2009,Bundestagswahl,12100,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,948,211,580,0,572,144,90,85,195,52,0,0,0,6,8
60,2009,Bundestagswahl,12201,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1333,305,777,6,772,219,117,103,187,123,14,0,0,9,5
61,2009,Bundestagswahl,12202,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1188,255,666,0,660,186,94,115,129,115,12,0,0,9,6
62,2009,Bundestagswahl,12300,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1184,215,621,1,612,147,78,164,109,99,10,0,0,5,9
63,2009,Bundestagswahl,12400,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1444,158,713,0,695,156,70,256,62,96,38,0,0,17,18
64,2009,Bundestagswahl,13000,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,584,584,583,178,84,123,123,65,8,0,0,2,1
65,2009,Bundestagswahl,13001,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,534,534,532,165,95,117,97,53,1,0,0,4,2
66,2009,Bundestagswahl,13100,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1100,305,486,0,481,115,84,120,80,70,8,0,0,4,5
67,2009,Bundestagswahl,13200,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1265,314,572,0,563,140,107,203,47,48,13,0,0,5,9
68,2009,Bundestagswahl,13300,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1169,212,648,0,631,126,121,117,179,72,10,0,0,6,17
69,2009,Bundestagswahl,13400,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1255,318,611,1,607,182,96,133,131,58,4,0,0,3,4
70,2009,Bundestagswahl,14001,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Brief,0,0,645,645,640,118,101,113,234,70,2,0,0,2,5
71,2009,Bundestagswahl,14002,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Brief,0,0,713,713,705,164,107,115,234,74,7,0,0,4,8
72,2009,Bundestagswahl,14100,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,692,109,322,0,313,87,37,86,60,29,10,0,0,4,9
73,2009,Bundestagswahl,14200,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1518,278,733,0,711,101,95,157,251,83,15,0,0,9,22
74,2009,Bundestagswahl,14300,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1584,278,841,1,821,107,154,191,275,73,14,0,0,7,20
75,2009,Bundestagswahl,14401,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1074,176,559,0,550,71,83,127,199,50,7,0,0,13,9
76,2009,Bundestagswahl,14402,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1086,204,594,0,586,104,90,113,203,56,12,0,0,8,8
77,2009,Bundestagswahl,14500,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1305,180,718,2,710,148,107,188,170,77,11,0,0,9,8
78,2009,Bundestagswahl,14600,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1362,177,736,0,728,237,96,198,71,96,18,0,0,12,8
79,2009,Bundestagswahl,15000,15 Albertstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,290,290,287,81,37,81,58,22,6,0,0,2,3
80,2009,Bundestagswahl,15100,15 Albertstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,845,171,273,0,265,74,32,59,53,30,11,0,0,6,8
81,2009,Bundestagswahl,15300,15 Albertstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,873,136,461,0,452,149,49,98,78,61,12,0,0,5,9
82,2009,Bundestagswahl,21000,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Brief,0,0,994,994,986,255,132,183,260,115,29,0,0,12,8
83,2009,Bundestagswahl,21100,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1192,172,577,0,561,118,70,139,106,90,26,0,0,12,16
84,2009,Bundestagswahl,21200,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1426,161,725,0,711,193,109,144,130,103,20,0,0,12,14
85,2009,Bundestagswahl,21301,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1297,154,584,1,576,161,71,120,103,90,19,0,0,12,8
86,2009,Bundestagswahl,21302,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1454,186,656,3,647,173,86,149,116,95,20,0,0,8,9
87,2009,Bundestagswahl,21400,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1395,185,677,3,663,172,97,147,136,82,24,0,0,5,14
88,2009,Bundestagswahl,21500,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1388,176,608,0,592,172,65,146,95,88,21,0,0,5,16
89,2009,Bundestagswahl,22000,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,1050,1050,1043,380,125,202,146,152,22,0,0,16,7
90,2009,Bundestagswahl,22100,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1441,146,760,1,754,210,115,188,86,111,29,0,0,15,6
91,2009,Bundestagswahl,22200,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1157,118,524,0,511,181,61,110,46,92,16,0,0,5,13
92,2009,Bundestagswahl,22300,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1182,117,507,0,501,171,58,140,26,73,22,0,0,11,6
93,2009,Bundestagswahl,22400,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,961,101,506,0,493,169,78,142,26,43,31,0,0,4,13
94,2009,Bundestagswahl,22501,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1462,148,782,5,772,269,97,174,68,121,21,0,0,22,10
95,2009,Bundestagswahl,22502,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1448,196,638,0,629,178,77,142,78,133,17,0,0,4,9
96,2009,Bundestagswahl,22600,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1022,122,507,1,504,160,79,111,45,83,18,0,0,8,3
97,2009,Bundestagswahl,22700,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1037,133,566,1,561,200,92,122,47,69,21,0,0,10,5
98,2009,Bundestagswahl,23000,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,479,479,474,208,63,88,26,68,17,0,0,4,5
99,2009,Bundestagswahl,23100,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1050,122,486,0,478,165,58,104,32,81,33,0,0,5,8
100,2009,Bundestagswahl,23200,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1312,140,557,2,552,193,62,134,46,81,28,0,0,8,5
101,2009,Bundestagswahl,23300,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1073,147,581,4,572,255,56,99,34,106,15,0,0,7,9
102,2009,Bundestagswahl,23400,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1117,88,631,0,625,237,86,132,30,95,31,0,0,14,6
103,2009,Bundestagswahl,24001,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,655,655,651,209,87,105,137,94,11,0,0,8,4
104,2009,Bundestagswahl,24002,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,584,584,580,207,90,158,58,52,10,0,0,5,4
105,2009,Bundestagswahl,24100,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,943,106,496,0,489,168,78,93,51,75,16,0,0,8,7
106,2009,Bundestagswahl,24200,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1089,179,687,0,685,213,121,137,127,77,3,0,0,7,2
107,2009,Bundestagswahl,24300,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1099,196,682,0,675,223,90,158,107,74,13,0,0,10,7
108,2009,Bundestagswahl,24400,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1324,189,753,0,752,227,107,159,122,114,15,0,0,8,1
109,2009,Bundestagswahl,24500,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,805,118,437,2,431,138,66,113,38,64,8,0,0,4,6
110,2009,Bundestagswahl,24600,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,766,137,351,0,343,125,57,86,17,40,9,0,0,9,8
111,2009,Bundestagswahl,24700,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1134,150,587,0,582,219,79,144,44,70,19,0,0,7,5
112,2009,Bundestagswahl,24800,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1065,192,604,0,602,241,93,119,53,76,17,0,0,3,2
113,2009,Bundestagswahl,25001,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Brief,0,0,605,605,603,201,85,118,82,90,20,0,0,7,2
114,2009,Bundestagswahl,25002,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Brief,0,0,618,618,612,196,91,121,96,90,12,0,0,6,6
115,2009,Bundestagswahl,25100,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1359,139,672,1,663,209,78,160,84,94,26,0,0,12,9
116,2009,Bundestagswahl,25200,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1251,170,548,0,540,164,71,133,59,89,18,0,0,6,8
117,2009,Bundestagswahl,25300,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1230,136,656,0,644,225,98,132,46,103,28,0,0,12,12
118,2009,Bundestagswahl,25400,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1602,180,760,0,752,229,92,128,88,161,43,0,0,11,8
119,2009,Bundestagswahl,25500,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1661,204,743,1,727,223,114,140,104,109,31,0,0,6,16
120,2009,Bundestagswahl,25600,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,907,140,438,0,434,164,67,86,36,57,19,0,0,5,4
121,2009,Bundestagswahl,25700,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1621,289,848,0,836,268,128,198,93,102,37,0,0,10,12
122,2009,Bundestagswahl,31001,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Brief,0,0,720,720,716,268,95,181,81,74,7,0,0,10,4
123,2009,Bundestagswahl,31002,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Brief,0,0,839,839,833,333,105,164,91,116,11,0,0,13,6
124,2009,Bundestagswahl,31100,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1559,246,837,1,830,340,117,127,96,116,26,0,0,8,7
125,2009,Bundestagswahl,31200,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1470,199,792,1,780,243,137,229,51,82,29,0,0,9,12
126,2009,Bundestagswahl,31300,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1119,134,651,0,644,236,84,178,32,82,20,0,0,12,7
127,2009,Bundestagswahl,31400,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1145,179,697,0,690,268,88,153,54,100,18,0,0,9,7
128,2009,Bundestagswahl,31500,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1065,160,636,2,626,215,97,117,69,105,12,0,0,11,10
