,Jahr,Wahlart,Wahlbezirk,Stadtteil zus.,Stadtraum,Stadtbezirk mit zugeordneten Ortschaften,Wahl-Form,Wahlberechtigte,Wahlberechtigte mit WS,W_hler,W_hler mit WS,Stimmen gôltig,Stimmen CDU,Stimmen SPD,Stimmen Die Linke,Stimmen Grône,Stimmen FDP,Stimmen Rechte Parteien,Stimmen AfD,Stimmen Piraten,Stimmen sonstiger Parteien,Stimmen ungôltig
22,2013,Bundestagswahl,5200,05 Friedrichstadt,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1880,309,821,3,810,216,115,171,112,21,23,53,80,19,11
23,2013,Bundestagswahl,5300,05 Friedrichstadt,01 StB Altstadt ohne Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1897,301,900,3,885,239,142,202,85,28,32,63,78,16,15
24,2013,Bundestagswahl,6001,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,746,746,740,230,115,202,95,16,7,28,36,11,6
25,2013,Bundestagswahl,6002,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,894,894,888,268,166,146,160,29,11,50,43,15,6
26,2013,Bundestagswahl,6100,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1076,163,712,2,702,274,131,177,22,11,14,48,16,9,10
27,2013,Bundestagswahl,6200,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1170,216,610,2,604,186,102,141,61,18,14,31,35,16,6
28,2013,Bundestagswahl,6300,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1067,132,550,0,529,178,71,144,18,11,26,40,27,14,21
29,2013,Bundestagswahl,6400,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1279,258,739,0,733,247,138,182,72,13,15,38,20,8,6
30,2013,Bundestagswahl,6500,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1488,316,914,4,902,280,160,169,141,22,11,56,49,14,12
31,2013,Bundestagswahl,6600,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1446,265,771,2,760,294,134,150,59,23,20,29,29,22,11
32,2013,Bundestagswahl,6800,06 Johannstadt-Nord,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1644,368,727,4,722,268,113,117,93,35,5,37,48,6,5
33,2013,Bundestagswahl,7001,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,629,629,626,281,106,119,33,13,8,35,20,11,3
34,2013,Bundestagswahl,7002,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,490,490,485,201,80,111,24,16,12,25,8,8,5
35,2013,Bundestagswahl,7003,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Brief,0,0,762,762,759,280,134,183,50,16,13,43,22,18,3
36,2013,Bundestagswahl,7100,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1226,216,741,0,731,326,104,151,38,14,17,43,27,11,10
37,2013,Bundestagswahl,7200,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,941,182,571,0,566,276,91,104,22,12,10,28,12,11,5
38,2013,Bundestagswahl,7300,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1168,242,661,0,649,301,112,112,18,14,15,43,18,16,12
39,2013,Bundestagswahl,7401,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,994,151,634,0,620,256,100,150,18,12,14,47,11,12,14
40,2013,Bundestagswahl,7402,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,666,93,406,0,400,198,55,92,9,8,6,24,4,4,6
41,2013,Bundestagswahl,7500,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1346,258,704,0,695,285,114,155,27,10,14,55,18,17,9
42,2013,Bundestagswahl,7600,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1012,256,523,1,516,192,79,173,15,6,10,29,3,9,7
43,2013,Bundestagswahl,7700,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,964,163,520,3,506,158,90,169,20,7,6,31,14,11,14
44,2013,Bundestagswahl,7800,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1002,160,548,1,536,217,76,134,29,16,9,31,17,7,12
45,2013,Bundestagswahl,7900,07 Johannstadt-Sôd,02 Johannstadt,StB 0 Altstadt,Wahlbezirk_Urne,1026,201,565,0,555,222,87,129,26,11,10,39,21,10,10
46,2013,Bundestagswahl,11001,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,941,941,936,170,168,163,283,19,2,33,83,15,5
47,2013,Bundestagswahl,11002,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,900,900,886,131,130,153,312,20,2,26,99,13,14
48,2013,Bundestagswahl,11003,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,1009,1009,1000,174,166,168,334,23,4,21,96,14,9
49,2013,Bundestagswahl,11100,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1574,364,799,1,787,143,118,174,205,17,0,36,81,13,12
50,2013,Bundestagswahl,11200,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1384,330,755,4,748,132,144,145,186,17,3,25,89,7,7
51,2013,Bundestagswahl,11300,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1515,292,833,2,821,160,131,182,148,30,13,38,106,13,12
52,2013,Bundestagswahl,11400,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1465,333,784,6,775,155,101,172,201,22,0,28,86,10,9
53,2013,Bundestagswahl,11500,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1593,369,916,4,901,163,147,204,219,11,4,37,104,12,15
54,2013,Bundestagswahl,11601,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1154,265,698,3,687,116,106,147,193,13,2,31,70,9,11
55,2013,Bundestagswahl,11602,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1393,338,820,1,811,127,127,188,226,18,9,27,78,11,9
56,2013,Bundestagswahl,11700,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1437,352,809,3,799,112,134,182,235,20,4,23,79,10,10
57,2013,Bundestagswahl,11800,11 óu_ere Neustadt (Antonstadt),03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1566,377,838,5,830,176,119,194,176,23,4,41,92,5,8
58,2013,Bundestagswahl,12001,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,502,502,499,158,86,65,119,30,3,21,15,2,3
59,2013,Bundestagswahl,12002,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,707,707,697,224,91,148,112,38,6,36,28,14,10
60,2013,Bundestagswahl,12100,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,955,215,610,1,593,137,98,114,147,20,1,30,38,8,17
61,2013,Bundestagswahl,12201,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1259,303,805,2,797,247,135,148,159,31,6,41,20,10,8
62,2013,Bundestagswahl,12202,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1467,346,830,2,822,282,129,139,127,35,5,51,38,16,8
63,2013,Bundestagswahl,12300,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1173,237,714,1,704,239,97,148,106,24,7,43,27,13,10
64,2013,Bundestagswahl,12400,12 Radeberger Vorstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1443,152,783,0,770,196,92,239,41,25,39,66,48,24,13
65,2013,Bundestagswahl,13001,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,639,639,634,198,114,142,81,32,4,23,30,10,5
66,2013,Bundestagswahl,13002,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,697,697,693,232,95,114,144,25,5,23,38,17,4
67,2013,Bundestagswahl,13100,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1276,370,618,0,612,177,102,115,91,43,4,42,29,9,6
68,2013,Bundestagswahl,13200,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1262,296,618,0,607,220,100,164,32,19,10,21,27,14,11
69,2013,Bundestagswahl,13300,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1375,312,770,3,762,195,159,137,138,15,14,37,60,7,8
70,2013,Bundestagswahl,13400,13 Innere Neustadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1470,417,785,4,780,220,135,186,123,26,3,31,44,12,5
71,2013,Bundestagswahl,14001,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Brief,0,0,828,828,818,145,140,164,230,16,4,20,89,10,10
72,2013,Bundestagswahl,14002,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Brief,0,0,921,921,909,201,133,176,247,17,3,30,83,19,12
73,2013,Bundestagswahl,14100,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,857,137,416,0,409,104,57,114,49,10,13,22,32,8,7
74,2013,Bundestagswahl,14200,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1810,398,989,5,964,147,145,249,214,13,9,37,138,12,25
75,2013,Bundestagswahl,14300,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1702,338,986,3,966,152,154,263,195,12,12,40,119,19,20
76,2013,Bundestagswahl,14401,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1258,231,707,0,691,91,102,158,175,17,3,38,87,20,16
77,2013,Bundestagswahl,14402,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1221,264,743,8,735,125,114,165,192,19,8,33,67,12,8
78,2013,Bundestagswahl,14500,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1532,236,942,5,925,213,142,204,208,19,16,38,68,17,17
79,2013,Bundestagswahl,14600,14 Leipziger Vorstadt,"04 Leipziger Vorstadt, Pieschen",StB 1 Neustadt,Wahlbezirk_Urne,1240,241,721,1,706,273,77,157,44,15,21,61,26,32,15
80,2013,Bundestagswahl,15000,15 Albertstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Brief,0,0,412,412,406,130,65,74,73,12,6,13,19,14,6
81,2013,Bundestagswahl,15100,15 Albertstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,1346,285,576,1,571,183,69,120,104,17,7,29,27,15,5
82,2013,Bundestagswahl,15300,15 Albertstadt,03 StB Neustadt ohne Leipziger Vorstadt,StB 1 Neustadt,Wahlbezirk_Urne,881,149,519,2,514,180,73,115,59,17,13,21,29,7,5
83,2013,Bundestagswahl,21001,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Brief,0,0,588,588,585,153,97,93,107,18,9,34,59,15,3
84,2013,Bundestagswahl,21002,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Brief,0,0,650,650,644,166,99,122,131,28,12,31,36,19,6
85,2013,Bundestagswahl,21100,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1262,222,677,3,668,155,99,155,93,14,19,55,61,17,9
86,2013,Bundestagswahl,21200,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1344,199,744,0,735,221,113,156,83,22,18,51,60,11,9
87,2013,Bundestagswahl,21301,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1498,214,784,0,773,251,127,137,88,32,12,59,50,17,11
88,2013,Bundestagswahl,21302,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1640,247,874,2,860,230,110,190,119,37,16,66,72,20,14
89,2013,Bundestagswahl,21400,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1516,246,791,3,782,222,118,176,104,18,18,56,55,15,9
90,2013,Bundestagswahl,21500,21 Pieschen-Sôd,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1474,195,765,2,760,219,102,175,72,19,19,71,57,26,5
91,2013,Bundestagswahl,22001,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,591,591,584,237,79,109,51,19,9,28,24,28,7
92,2013,Bundestagswahl,22002,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,666,666,664,266,97,117,67,21,13,38,28,17,2
93,2013,Bundestagswahl,22100,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1573,189,956,0,931,350,133,186,77,15,30,71,42,27,25
94,2013,Bundestagswahl,22200,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1263,164,693,0,685,282,75,119,28,27,25,55,47,27,8
95,2013,Bundestagswahl,22300,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1245,151,648,2,640,231,78,146,39,11,35,46,35,19,8
96,2013,Bundestagswahl,22400,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,988,111,580,0,563,208,80,130,20,11,38,45,20,11,17
97,2013,Bundestagswahl,22501,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1247,171,776,0,761,315,103,137,43,23,26,62,31,21,15
98,2013,Bundestagswahl,22502,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1725,266,936,2,919,343,126,177,65,23,23,80,56,26,17
99,2013,Bundestagswahl,22600,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1071,125,667,0,661,239,92,142,37,17,34,53,29,18,6
100,2013,Bundestagswahl,22700,22 Mickten,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1090,136,693,1,687,279,105,133,37,15,27,55,18,18,6
101,2013,Bundestagswahl,23000,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,557,557,551,270,60,86,42,19,12,34,10,18,6
102,2013,Bundestagswahl,23100,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1087,132,599,18,594,220,77,127,39,20,17,44,32,18,5
103,2013,Bundestagswahl,23200,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1267,183,612,0,600,239,65,118,38,20,29,53,24,14,12
104,2013,Bundestagswahl,23300,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1060,139,636,0,633,334,59,97,29,21,23,54,11,5,3
105,2013,Bundestagswahl,23400,23 Kaditz,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1103,123,669,0,664,300,100,109,24,11,30,48,17,25,5
106,2013,Bundestagswahl,24001,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,742,742,735,283,119,110,115,32,5,28,32,11,7
107,2013,Bundestagswahl,24002,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Brief,0,0,617,617,614,259,82,129,50,14,9,33,21,17,3
108,2013,Bundestagswahl,24100,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,962,131,590,0,585,219,84,118,45,22,16,44,21,16,5
109,2013,Bundestagswahl,24200,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1169,193,808,0,798,279,159,129,90,20,16,58,31,16,10
110,2013,Bundestagswahl,24300,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1038,206,664,2,659,253,85,134,64,14,10,61,28,10,5
111,2013,Bundestagswahl,24400,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1370,236,861,0,848,317,110,149,81,26,27,88,37,13,13
112,2013,Bundestagswahl,24500,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1546,237,915,1,895,369,120,212,53,18,41,48,21,13,20
113,2013,Bundestagswahl,24700,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1104,177,624,0,609,240,73,159,40,13,12,44,14,14,15
114,2013,Bundestagswahl,24800,24 Trachau,"05 Mickten, Kaditz, Trachau",StB 2 Pieschen,Wahlbezirk_Urne,1036,237,582,1,575,278,76,98,39,15,10,32,17,10,7
115,2013,Bundestagswahl,25001,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Brief,0,0,734,734,727,241,104,133,79,33,19,51,51,16,7
116,2013,Bundestagswahl,25002,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Brief,0,0,760,760,754,264,150,123,79,26,16,33,40,23,6
117,2013,Bundestagswahl,25100,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1496,186,851,3,836,275,127,195,74,29,17,57,42,20,15
118,2013,Bundestagswahl,25200,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1166,154,612,2,600,191,75,136,46,8,19,63,51,11,12
119,2013,Bundestagswahl,25300,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1440,203,806,0,791,350,102,149,32,27,23,60,28,20,15
120,2013,Bundestagswahl,25400,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1736,233,955,1,933,324,118,171,94,27,29,79,64,27,22
121,2013,Bundestagswahl,25500,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1756,292,917,2,906,308,146,184,83,24,22,62,50,27,11
122,2013,Bundestagswahl,25600,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,880,161,512,0,502,179,84,103,42,10,20,32,20,12,10
123,2013,Bundestagswahl,25700,25 Pieschen-N/Trachenberge,"04 Leipziger Vorstadt, Pieschen",StB 2 Pieschen,Wahlbezirk_Urne,1643,338,882,1,869,305,146,174,72,28,24,76,24,20,13
124,2013,Bundestagswahl,31001,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Brief,0,0,801,801,797,342,119,156,73,21,10,38,17,21,4
125,2013,Bundestagswahl,31002,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Brief,0,0,860,860,857,397,104,133,79,36,20,57,18,13,3
126,2013,Bundestagswahl,31100,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1594,267,963,0,952,446,134,146,69,22,28,68,19,20,11
127,2013,Bundestagswahl,31200,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1434,200,839,0,830,332,116,197,39,15,28,64,24,15,9
128,2013,Bundestagswahl,31300,31 Klotzsche,06 StB Klotzsche und n_rdliche OS,StB 3 Klotzsche/n_rdliche Ortschaften,Wahlbezirk_Urne,1077,150,677,0,659,282,93,164,14,20,21,40,12,13,18
