6.280055827080114339e-01,1.689108872247222781e-01,1.849761327416422407e+00,2.450611218843671502e+00,-1.368530487957203334e+00,-1.184698752265086696e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.400681100373837751e-01,3.325796287804606566e-01,2.829807156601134466e+00,1.284272123775423546e+00,-1.460046796919096224e+00,-6.267298150729605499e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
3.382124169265535857e-02,3.469365359344727118e-01,2.119653466262469976e+00,1.870056781388176104e+00,-1.376850152408284789e+00,-8.491880187900828769e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-2.997155565561936824e-02,6.513029675995297696e-01,2.065675038493260285e+00,1.310423224561707123e+00,-1.278054137051695793e+00,-8.783628651792136921e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-5.056835587384660435e-01,5.508046175214449391e-01,2.632448530069961379e+00,7.324838971848395275e-01,-1.391409565197676779e+00,-4.717384436307033857e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-3.817432667475327834e-01,7.762080598394354158e-01,2.273154620231160106e+00,1.806956705942559249e-01,-1.215656653668587106e+00,-4.881492947245893999e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
7.191381503484035598e-01,7.259588848003927231e-01,1.254311796087328457e+00,4.683577792433753495e-01,-1.024304371293720317e+00,-1.044294804017394940e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-8.100663346573753198e-01,7.072949055001771512e-01,2.566662321226237609e+00,3.424950619106769539e-02,-1.295733424010243162e+00,-1.508151333502648905e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
2.343128905015175734e-01,6.254605347223078926e-01,1.837953546341907662e+00,6.801816956122725966e-01,-1.156379044454633798e+00,-8.017788934077453300e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
9.579054775662312338e-01,9.283912756719637782e-01,6.369335284769934713e-01,2.696094132676201127e-01,-7.497554444080416491e-01,-1.246695300841989651e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
4.457404474272272932e-01,1.156666099420756488e+00,4.952401555828181978e-01,1.071351548341250258e-02,-6.613590096153042497e-01,-9.257719905615511280e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.006658124158941181e-01,5.292692567904269119e-01,1.282987835839720869e+00,1.386261416841929384e+00,-1.035743909913956706e+00,-1.135466198983428709e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
